GB50368-2005,4.1.1-1,老年人住宅不应低于冬至日日照2h的标准；
GB50368-2005,4.3.1,每个住宅单元至少应有一个出入口可以通达机动车。
GB50368-2005,4.3.2-1,双车道道路的路面宽度不应小于6m；宅前路的路面宽度不应小于2.5m；
GB50368-2005,4.3.2-2,当尽端式道路的长度大于120m时，应在尽端设置不小于12m×12m的回车场地；
GB50368-2005,4.3.2-3,当主要道路坡度较大时，应设缓冲段与城市道路相接；
GB50368-2005,4.3.2-4,在抗震设防地区，道路交通应考虑减灾、救灾的要求。
GB50368-2005,4.3.3-1,无障碍通路应贯通，并应符合下列规定：坡道的坡度应符合表4.3.3的规定。
GB50368-2005,4.3.3-2,无障碍通路应贯通，并应符合下列规定：人行道在交叉路口、街坊路口、广场入口处应设缘石坡道，其坡面应平整，且不应光滑。坡度应小于1：20，坡宽应大于1.2m。
GB50368-2005,4.3.3-3,无障碍通路应贯通，并应符合下列规定：通行轮椅车的坡道宽度不应小于1.5m。
GB50368-2005,4.3.4,居住用地内应配套设置居民自行车、汽车的停车场地或停车库。
GB50368-2005,4.4.1,新区的绿地率不应低于30％?。
GB50368-2005,4.4.2,公共绿地总指标不应少于1m2/人。
GB50368-2005,4.4.3,人工景观水体的补充水严禁使用自来水。无护栏水体的近岸2m范围内及园桥、汀步附近2m范围内，水深不应大于0.5m。
GB50368-2005,4.4.4,受噪声影响的住宅周边应采取防噪措施。
GB50368-2005,4.5.1,地面水的排水系统，应根据地形特点设计，地面排水坡度不应小于0.2％。
GB50368-2005,4.5.2-1,住宅用地的防护工程设置应符合下列规定：台阶式用地的台阶之间应用护坡或挡土墙连接，相邻台地间高差大于1.5m时，应在挡土墙或坡比值大于0.5的护坡顶面加设安全防护设施；
GB50368-2005,4.5.2-2,住宅用地的防护工程设置应符合下列规定：土质护坡的坡比值不应大于0.5；
GB50368-2005,4.5.2-3,住宅用地的防护工程设置应符合下列规定：高度大于2m的挡土墙和护坡的上缘与住宅间水平距离不应小于3m，其下缘与住宅间的水平距离不应小于2m。
GB50368-2005,5.1.1,每套住宅应设卧室、起居室（厅）、厨房和卫生间等基本空间。
GB50368-2005,5.1.2,厨房应设置炉灶、洗涤池、案台、排油烟机等设施或预留位置。
GB50368-2005,5.1.3,卫生间不应直接布置在下层住户的卧室、起居室（厅）、厨房、餐厅的上层。卫生间地面和局部墙面应有防水构造。
GB50368-2005,5.1.4,卫生间应设置便器、洗浴器、洗面器等设施或预留位置；布置便器的卫生间的门不应直接开在厨房内。
GB50368-2005,5.1.5,外窗窗台距楼面、地面的净高低于0.90m时，应有防护设施。六层及六层以下住宅的阳台栏杆净高不应低于1.05m，七层及七层以上住宅的阳台栏杆净高不应低于1.10m。阳台栏杆应有防护措施。防护栏杆的垂直杆件间净距不应大于0.11m。
GB50368-2005,5.1.6,卧室、起居室（厅）的室内净高不应低于2.40m，局部净高不应低于2.10m，局部净高的面积不应大于室内使用面积的1/3。利用坡屋顶内空间作卧室、起居室（厅）时，其1/2使用面积的室内净高不应低于2.10m。
GB50368-2005,5.1.7,阳台地面构造应有排水措施。
GB50368-2005,5.2.1,走廊和公共部位通道的净宽不应小于1.20m，局部净高不应低于2.00m。
GB50368-2005,5.2.2,外廊、内天井及上人屋面等临空处栏杆净高，六层及六层以下不应低于1.05m；七层及七层以上不应低于1.10m。栏杆应防止攀登，垂直杆件间净距不应大于0.11m。
