GB55019-2021,1.0.1,为保障无障碍环境建设中无障碍设施的建设和运行维护，依据国家相关法律法规，制定本规范。
GB55019-2021,1.0.2,新建、改建和扩建的市政和建筑工程的无障碍设施的建设和运行维护必须执行本规范。
GB55019-2021,1.0.3 1,无障碍设施的建设和运行维护应遵循下列基本原则：满足残疾人、老年人等有需求的人使用，消除他们在社会生活上的障碍；
GB55019-2021,1.0.3 2,无障碍设施的建设和运行维护应遵循下列基本原则：保证安全性和便利性，兼顾经济、绿色和美观；
GB55019-2021,1.0.3 3,无障碍设施的建设和运行维护应遵循下列基本原则：保证系统性及无障碍设施之间有效衔接；
GB55019-2021,1.0.3 4,无障碍设施的建设和运行维护应遵循下列基本原则：从设计、选型、验收、调试和运行维护等环节保障无障碍通行设施、无障碍服务设施和无障碍信息交流设施的安全、功能和性能；
GB55019-2021,1.0.3 5,无障碍设施的建设和运行维护应遵循下列基本原则：无障碍信息交流设施的建设与信息技术发展水平相适应；
GB55019-2021,1.0.3 6,无障碍设施的建设和运行维护应遵循下列基本原则：各级文物保护单位根据需要在不破坏文物的前提下进行无障碍设施建设。
GB55019-2021,1.0.4,工程建设所采用的技术方法和措施是否符合本规范要求，由相关责任主体判定。其中，创新性的技术方法和措施，应进行论证并符合本规范中有关性能的要求。
GB55019-2021,2.1.1,城市开敞空间、建筑场地、建筑内部及其之间应提供连贯的无障碍通行流线。
GB55019-2021,2.1.2,无障碍通行流线上的标识物、垃圾桶、座椅、灯柱、隔离墩、地灯和地面布线（线槽）等设施均不应妨碍行动障碍者的独立通行。固定在无障碍通道、轮椅坡道、楼梯的墙或柱面上的物体，突出部分大于100mm且底面距地面高度小于2.00m时，其底面距地面高度不应大于600mm，且应保证有效通行净宽。
GB55019-2021,2.1.3,无障碍通行流线在临近地形险要地段处应设置安全防护设施，必要时应同时设置安全警示线。
GB55019-2021,2.1.4,无障碍通行设施的地面应坚固、平整、防滑、不积水。
GB55019-2021,2.2.1,无障碍通道上有地面高差时，应设置轮椅坡道或缘石坡道。
GB55019-2021,2.2.2,无障碍通道的通行净宽不应小于1.20m，人员密集的公共场所的通行净宽不应小于1.80m。
GB55019-2021,2.2.3,无障碍通道上的门洞口应满足轮椅通行，各类检票口、结算口等应设轮椅通道，通行净宽不应小于900mm。
GB55019-2021,2.2.4,无障碍通道上有井盖、箅子时，井盖、箅子孔洞的宽度或直径不应大于13mm，条状孔洞应垂直于通行方向。
GB55019-2021,2.2.5,自动扶梯、楼梯的下部和其他室内外低矮空间可以进入时，应在净高不大于2.00m处采取安全阻挡措施。
GB55019-2021,2.3.1 1,轮椅坡道的坡度和坡段提升高度应符合下列规定：横向坡度不应大于1：50，纵向坡度不应大于1：12，当条件受限且坡段起止点的高差不大于150mm时，纵向坡度不应大于1：10；
GB55019-2021,2.3.1 2,轮椅坡道的坡度和坡段提升高度应符合下列规定：每段坡道的提升高度不应大于750mm。
GB55019-2021,2.3.2,轮椅坡道的通行净宽不应小于1.20m。
GB55019-2021,2.3.3,轮椅坡道的起点终点和休息平台的通行净宽不应小于坡道的通行净宽，水平长度不应小于1.50m，门扇开启和物体不应占用此范围空间。
GB55019-2021,2.3.4,轮椅坡道的高度大于300mm且纵向坡度大于1：20时，应在两侧设置扶手，坡道与休息平台的扶手应保持连贯。
GB55019-2021,2.3.5,设置扶手的轮椅坡道的临空侧应采取安全阻挡措施。
GB55019-2021,2.4.1 1,无障碍出入口应为下列3种出入口之一：地面坡度不大于1：20的平坡出入口；
GB55019-2021,2.4.1 2,无障碍出入口应为下列3种出入口之一：同时设置台阶和轮椅坡道的出入口；
GB55019-2021,2.4.1 3,无障碍出入口应为下列3种出入口之一：同时设置台阶和升降平台的出入口。
GB55019-2021,2.4.2,除平坡出入口外，无障碍出入口的门前应设置平台；在门完全开启的状态下，平台的净深度不应小于1.50m；无障碍出入口的上方应设置雨篷。
GB55019-2021,2.4.3,设置出入口闸机时，至少有一台开启后的通行净宽不应小于900mm，或者在紧邻闸机处设置供乘轮椅者通行的出入口，通行净宽不应小于900mm。
GB55019-2021,2.5.1,满足无障碍要求的门应可以被清晰辨认，并应保证方便开关和安全通过。
GB55019-2021,2.5.2,在无障碍通道上不应使用旋转门。
GB55019-2021,2.5.3,满足无障碍要求的门不应设挡块和门槛，门口有高差时，高度不应大于15mm，并应以斜面过渡，斜面的纵向坡度不应大于1：10。
GB55019-2021,2.5.4 1,满足无障碍要求的手动门应符合下列规定：新建和扩建建筑的门开启后的通行净宽不应小于900mm，既有建筑改造或改建的门开启后的通行净宽不应小于800mm；
GB55019-2021,2.5.4 2,满足无障碍要求的手动门应符合下列规定：平开门的门扇外侧和里侧均应设置扶手，扶手应保证单手握拳操作，操作部分距地面高度应为0.85m～1.00m；
GB55019-2021,2.5.4 3,满足无障碍要求的手动门应符合下列规定：除防火门外，门开启所需的力度不应大于25N。
GB55019-2021,2.5.5 1,满足无障碍要求的自动门应符合下列规定：开启后的通行净宽不应小于1.00m；
GB55019-2021,2.5.5 2,满足无障碍要求的自动门应符合下列规定：当设置手动启闭装置时，可操作部件的中心距地面高度应为0.85m～1.00m。
GB55019-2021,2.5.6 1,全玻璃门应符合下列规定：应选用安全玻璃或采取防护措施，并应采取醒目的防撞提示措施；
GB55019-2021,2.5.6 2,全玻璃门应符合下列规定：开启扇左右两侧为玻璃隔断时，门应与玻璃隔断在视觉上显著区分开，玻璃隔断并应采取醒目的防撞提示措施；
GB55019-2021,2.5.6 3,全玻璃门应符合下列规定：防撞提示应横跨玻璃门或隔断，距地面高度应为0.85m～1.50m。
GB55019-2021,2.5.7,连续设置多道门时，两道门之间的距离除去门扇摆动的空间后的净间距不应小于1.50m。
GB55019-2021,2.5.8,满足无障碍要求的安装有闭门器的门，从闭门器最大受控角度到完全关闭前10°的闭门时间不应小于3s。
GB55019-2021,2.5.9,满足无障碍要求的双向开启的门应在可视高度部分安装观察窗，通视部分的下沿距地面高度不应大于850mm。
GB55019-2021,2.6.1 1,无障碍电梯的候梯厅应符合下列规定：电梯门前应设直径不小于1.50m的轮椅回转空间，公共建筑的候梯厅深度不应小于1.80m；
GB55019-2021,2.6.1 2,无障碍电梯的候梯厅应符合下列规定：呼叫按钮的中心距地面高度应为0.85m～1.10m，且距内转角处侧墙距离不应小于400mm，按钮应设置盲文标志；
GB55019-2021,2.6.1 3,无障碍电梯的候梯厅应符合下列规定：呼叫按钮前应设置提示盲道；
GB55019-2021,2.6.1 4,无障碍电梯的候梯厅应符合下列规定：应设置电梯运行显示装置和抵达音响。
GB55019-2021,2.6.2,无障碍电梯的轿厢的规格应依据建筑类型和使用要求选用。满足乘轮椅者使用的最小轿厢规格，深度不应小于1.40m，宽度不应小于1.10m。同时满足乘轮椅者使用和容纳担架的轿厢，如采用宽轿厢，深度不应小于1.50m，宽度不应小于1.60m；如采用深轿厢，深度不应小于2.10m，宽度不应小于1.10m。轿厢内部设施应满足无障碍要求。
GB55019-2021,2.6.3 1,无障碍电梯的电梯门应符合下列规定：应为水平滑动式门；
GB55019-2021,2.6.3 2,无障碍电梯的电梯门应符合下列规定：新建和扩建建筑的电梯门开启后的通行净宽不应小于900mm，既有建筑改造或改建的电梯门开启后的通行净宽不应小于800mm；
GB55019-2021,2.6.3 3,无障碍电梯的电梯门应符合下列规定：完全开启时间应保持不小于3s。
GB55019-2021,2.6.4,公共建筑内设有电梯时，至少应设置1部无障碍电梯。
GB55019-2021,2.6.5 1,升降平台应符合下列规定：深度不应小于1.20m，宽度不应小于900mm，应设扶手、安全挡板和呼叫控制按钮，呼叫控制按钮的高度应符合本规范第2.6.1条的有关规定；
GB55019-2021,2.6.5 2,升降平台应符合下列规定：应采用防止误入的安全防护措施；
GB55019-2021,2.6.5 3,升降平台应符合下列规定：传送装置应设置可靠的安全防护装置。
GB55019-2021,2.7.1 1,视觉障碍者主要使用的楼梯和台阶应符合下列规定：距踏步起点和终点250mm～300mm处应设置提示盲道，提示盲道的长度应与梯段的宽度相对应；
GB55019-2021,2.7.1 2,视觉障碍者主要使用的楼梯和台阶应符合下列规定：上行和下行的第一阶踏步应在颜色或材质上与平台有明显区别；
GB55019-2021,2.7.1 3,视觉障碍者主要使用的楼梯和台阶应符合下列规定：不应采用无踢面和直角形突缘的踏步；
GB55019-2021,2.7.1 4,视觉障碍者主要使用的楼梯和台阶应符合下列规定：踏步防滑条、警示条等附着物均不应突出踏面。
GB55019-2021,2.7.2,行动障碍者和视觉障碍者主要使用的三级及三级以上的台阶和楼梯应在两侧设置扶手。
GB55019-2021,2.8.1,满足无障碍要求的单层扶手的高度应为850mm～900mm；设置双层扶手时，上层扶手高度应为850mm～900mm，下层扶手高度应为650mm～700mm。
GB55019-2021,2.8.2,行动障碍者和视觉障碍者主要使用的楼梯、台阶和轮椅坡道的扶手应在全长范围内保持连贯。
GB55019-2021,2.8.3,行动障碍者和视觉障碍者主要使用的楼梯和台阶、轮椅坡道的扶手起点和终点处应水平延伸，延伸长度不应小于300mm；扶手末端应向墙面或向下延伸，延伸长度不应小于100mm。
GB55019-2021,2.8.4,扶手应固定且安装牢固，形状和截面尺寸应易于抓握，截面的内侧边缘与墙面的净距离不应小于40mm。
GB55019-2021,2.8.5,扶手应与背景有明显的颜色或亮度对比。
GB55019-2021,2.9.1,应将通行方便、路线短的停车位设为无障碍机动车停车位。
GB55019-2021,2.9.2,无障碍机动车停车位一侧，应设宽度不小于1.20m的轮椅通道。轮椅通道与其所服务的停车位不应有高差，和人行通道有高差处应设置缘石坡道，且应与无障碍通道衔接。
GB55019-2021,2.9.3,无障碍机动车停车位的地面坡度不应大于1：50。
GB55019-2021,2.9.4,无障碍机动车停车位的地面应设置停车线、轮椅通道线和无障碍标志，并应设置引导标识。
GB55019-2021,2.9.5,总停车数在100辆以下时应至少设置1个无障碍机动车停车位，100辆以上时应设置不少于总停车数1％的无障碍机动车停车位；城市广场、公共绿地、城市道路等场所的停车位应设置不少于总停车数2％的无障碍机动车停车位。
GB55019-2021,2.9.6,无障碍小汽（客）车上客和落客区的尺寸不应小于2.40m×7.00m，和人行通道有高差处应设置缘石坡道，且应与无障碍通道衔接。
GB55019-2021,2.10.1,各种路口、出入口和人行横道处，有高差时应设置缘石坡道。
GB55019-2021,2.10.2,缘石坡道的坡口与车行道之间应无高差。
GB55019-2021,2.10.3,缘石坡道距坡道下口路缘石250mm～300mm处应设置提示盲道，提示盲道的长度应与缘石坡道的宽度相对应。
GB55019-2021,2.10.4 1,缘石坡道的坡度应符合下列规定：全宽式单面坡缘石坡道的坡度不应大于1：20；
GB55019-2021,2.10.4 2,缘石坡道的坡度应符合下列规定：其他形式缘石坡道的正面和侧面的坡度不应大于1：12。
GB55019-2021,2.10.5?1,缘石坡道的宽度应符合下列规定：全宽式单面坡缘石坡道的坡道宽度应与人行道宽度相同；
GB55019-2021,2.10.5?2,缘石坡道的宽度应符合下列规定：三面坡缘石坡道的正面坡道宽度不应小于1.20m；
GB55019-2021,2.10.5?3,缘石坡道的宽度应符合下列规定：其他形式的缘石坡道的坡口宽度均不应小于1.50m。
GB55019-2021,2.10.6,缘石坡道顶端处应留有过渡空间，过渡空间的宽度不应小于900mm。
GB55019-2021,2.10.7,缘石坡道上下坡处不应设置雨水箅子。设置阻车桩时，阻车桩的净间距不应小于900mm。
GB55019-2021,2.11.1,盲道的铺设应保证视觉障碍者安全行走和辨别方向。
GB55019-2021,2.11.2,盲道铺设应避开障碍物，任何设施不得占用盲道。
GB55019-2021,2.11.3,需要安全警示和提示处应设置提示肓道，其长度应与需安全警示和提示的范围相对应。行进盲道的起点、终点、转弯处，应设置提示盲道，其宽度不应小于300mm，且不应小于行进盲道的宽度。
GB55019-2021,2.11.4,盲道应与相邻人行道铺面的颜色或材质形成差异。
GB55019-2021,3.1.1,通往无障碍服务设施的通道应为无障碍通道。
GB55019-2021,3.1.2,具有内部使用空间的无障碍服务设施的入口和室内空间应方便乘轮椅者进入和使用，内部应设轮椅回转空间，轮椅需要通行的区域通行净宽不应小于900mm。
GB55019-2021,3.1.3,具有内部使用空间的无障碍服务设施的门在紧急情况下应能从外面打开。
GB55019-2021,3.1.4,具有内部使用空间的无障碍服务设施应设置易于识别和使用的救助呼叫装置。
GB55019-2021,3.1.5,无障碍服务设施的地面应坚固、平整、防滑、不积水。
GB55019-2021,3.1.6,无障碍服务设施内供使用者操控的照明、设备、设施的开关和调控面板应易于识别，距地面局度应为0.85m～1.10m。
GB55019-2021,3.1.7 1,无障碍服务设施内安装的部件应符合下列规定：应安装牢固；
GB55019-2021,3.1.7 2,无障碍服务设施内安装的部件应符合下列规定：安全抓杆直径应为30mm～40mm，内侧与墙面的净距离不应小于40mm；
GB55019-2021,3.1.7 3,无障碍服务设施内安装的部件应符合下列规定：低位挂衣钩、低位毛巾架、低位搁物架距地面高度不应大于1.20m。
GB55019-2021,3.1.8 1,无障碍坐便器应符合下列规定：无障碍坐便器两侧应设置安全抓杆，轮椅接近坐便器一侧应设置可垂直或水平90°旋转的水平抓杆，另一侧应设置L形抓杆；
GB55019-2021,3.1.8 2,无障碍坐便器应符合下列规定：轮椅接近无障碍坐便器一侧设置的可垂直或水平90°旋转的水平安全抓杆距坐便器的上沿高度应为250mm～350mm，长度不应小于700mm；
GB55019-2021,3.1.8 3,无障碍坐便器应符合下列规定：无障碍坐便器另一侧设置的L形安全抓杆，其水平部分距坐便器的上沿高度应为250mm～350mm，水平部分长度不应小于700mm；其竖向部分应设置在坐便器前端150mm～250mm，竖向部分顶部距地面高度应为1.40m～1.60m；
GB55019-2021,3.1.8 4,无障碍坐便器应符合下列规定：坐便器水箱控制装置应位于易于触及的位置，应可自动操作或单手操作；
GB55019-2021,3.1.8 5,无障碍坐便器应符合下列规定：取纸器应设在坐便器的侧前方；
GB55019-2021,3.1.8 6,无障碍坐便器应符合下列规定：在坐便器附近应设置救助呼叫装置，并应满足坐在坐便器上和跌倒在地面的人均能够使用。
GB55019-2021,3.1.9 1,无障碍小便器应符合下列规定：小便器下口距地面高度不应大于400mm；
GB55019-2021,3.1.9 2,无障碍小便器应符合下列规定：应在小便器两侧设置长度为550mm的水平安全抓杆，距地面高度应为900mm；应在小便器上部设置支撑安全抓杆，距地面高度应为1.20m。
GB55019-2021,3.1.10 1,无障碍洗手盆应符合下列规定：台面距地面高度不应大于800mm，水嘴中心距侧墙不应小于550mm，其下部应留出不小于宽750mm、高650mm、距地面高度250mm范围内进深不小于450mm、其他部分进深不小于250mm的容膝容脚空间；
